Facility Name,Latitude,Longitude
Ogwa Primary Health Centre,6.5057,6.2084
Ohami Primary Health Centre,7.0960,6.0023
Ohe Primary Health Centre,6.7877,6.3934
Oheze-Naka Primary Health Centre,6.2033,6.0210
Ohordua Comprehesive Comprehensive Health Centre,6.4900,6.4143
Ojirami Primary Health Centre,7.3181,6.1851
Okada Primary Health Centre,6.7317,5.3865
Okalo Primary Health Centre,6.5097,6.2329
Oke Old Primary Health Centre,6.9324,5.9394
Oke Primary Health Centre,6.6996,5.9031
Okede Primary Health Centre,6.5082,6.3125
Okha Primary Health Centre,6.7053,5.3784
Okhashie Primary Health Centre,7.2909,6.3241
Okhuaihe Primary Health Centre,6.3224,5.7691
Okhuame Primary Health Centre,7.0691,6.1405
Okhuesan Primary Health Centre,6.6084,6.4036
Okogbo Primary Health Centre,6.2016,5.8757
Okokhuo Primary Health Centre,6.4103,6.0632
Okokhuo Primary Health Centre,6.5860,5.6068
Okokpon Health Post,6.6267,5.3295
Okomu Ijaw Primary Health Centre,6.2657,5.1039
Okpe Primary Health Centre,7.2835,6.0249
Okpekpe Primary Health Centre,7.1982,6.4668
Okpokhunmi Primary Health Centre,6.9468,5.9929
Okugbe Primary Health Centre,7.2706,6.3428
Okuor Primary Health Centre,6.2034,6.0872
Olelo Primary Health Centre,6.8240,6.0858
Oligie Primary Health Centre,6.3294,6.2211
Olilin Olilin Primary Health Centre,6.8119,6.4098
Oloten Primary Health Centre,6.2210,6.0860
Oluku Primary Health Centre,6.4497,5.5971
Olumoye Primary Health Centre,6.7037,5.5491
Omorodion Primary Health Centre,6.6277,5.3291
Onumu Primary Health Centre,7.3585,6.1176
Opoji Primary Health Centre,6.6968,6.1967
Oredo Central Hospital,6.3171,5.6273
Oredo Urban Health Centre,6.3172,5.6272
Orhua Primary Health Centre,6.7712,5.9840
Oria Primary Health Centre,6.6725,6.4995
Orogho Primary Health Centre,5.8772,5.9564
Orowa Primary Health Centre,6.5067,6.5394
Osomegbe Primary Health Centre,6.9500,6.6167
Ososo Polyclinic,7.4020,6.2410
Ososo Primary Health Centre,7.4120,6.2561
Otuo Amoya Primary Health Centre,7.1738,5.9978
Otuo District Hospital,7.2036,6.0009
Otuo Oluma Primary Health Centre,7.2036,6.0015
Ovbiomu Primary Health Centre,7.0642,6.0523
Oza Primary Health Centre,6.3429,6.0565
Ozalla Primary Health Centre,6.8023,6.0197
Sabongidda-Ora General Hospital,6.9054,5.9353
Safarogbo Primary Health Centre,6.2656,5.1050
Sasaro Primary Health Centre,7.2107,6.1478
Siluko Primary Health Centre,6.5351,5.1589
Sobe I Primary Health Centre,6.8498,5.7784
Sobe Ii Primary Health Centre,6.8493,5.7682
Somorika Primary Health Centre,7.3173,6.1258
Ubiaja General Hospital,6.7758,6.3116
Ubiaja Health Centre,6.6558,6.3846
Ubierumu Uromi Primary Health Centre,6.6652,6.2803
Udaba Primary Health Centre,6.8587,6.5810
Udo Comprehensive Health Centre,6.4727,5.3542
Udo Health Centre,6.6278,6.3390
Udochi Primary Health Centre,6.9510,6.6502
Ugbegun Primary Health Centre,6.6447,6.2393
Ugbekpe-Ekperi Primary Health Centre,7.0271,6.4300
Ugbekun Primary Health Centre,6.3118,5.6417
Ugbinen Primary Health Centre,6.2193,5.4626
Ugbiyokhuro Primary Health Centre,6.6501,6.0875
Ugbogiobo Primary Health Centre,6.5326,5.6425
Ugbogui Primary Health Centre,6.6901,5.2456
Ugboha Primary Health Centre,6.7459,6.4688
Ugbokare Primary Health Centre,6.7760,6.2816
Ugboshi-Afe Primary Health Centre,7.3515,6.0766
Ugboshi-Ele Primary Health Centre,7.2554,5.9390
Ugbubezi Health Centre,6.9047,5.9362
Ugbugo Primary Health Centre,6.1293,6.0011
Ugbuneke Primary Health Centre,6.9973,6.1712
Ugha Primary Health Centre,6.5465,5.8765
Ughoton Health Post,6.1652,5.3604
Ugiamwen Primary Health Centre,6.6800,6.0860
Ugo Primary Health Centre,6.0924,6.0048
Ugoemoson Primary Health Centre,6.2932,5.9232
Ugonoba Primary Health Centre,6.3137,5.8509
Ugun Primary Health Centre,6.4772,6.1747
Uhen Primary Health Centre,6.7665,5.5378
Uhiele Primary Health Centre,,
Uhiere Primary Health Centre,6.7284,5.7905
Uhunmora Primary Health Centre,6.8707,5.9484
Ujiogba Primary Health Centre,6.5304,6.1448
Ukhiri Primary Health Centre,6.2550,5.7241
Ukhun Primary Health Centre,6.8043,6.1754
Ukpeko-Orie Primary Health Centre,6.8998,6.5263
Ukuse Oke Primary Health Centre,7.0172,5.9205
Uloke Primary Health Centre,7.1583,6.3275
Umaza Health Post,6.5491,5.2658
Umegbe Health Centre,6.2317,5.5560
Umoghunokhua Primary Health Centre,5.9472,5.9666
Uneme-Erhunru Primary Health Centre,7.3478,6.0810
Uneme-Nekhua Primary Health Centre,7.3478,6.0810
Uneme-Osu District Hospital,7.3539,6.2353
Uniben Health Centre,6.2656,5.5821
University Of Benin Teaching Hospital,6.3906,5.6131
Unogbo Primary Health Centre,6.7692,6.3414
Unone-Fugar Primary Health Centre,7.0845,6.4983
Uokha Primary Health Centre,7.0747,6.0474
Upper Izogen Primary Health Centre,6.5710,6.1540
Urhehue Primary Health Centre,5.9653,5.9972
Urhezen Health Post,6.4812,5.2508
Urhokuosa Primary Health Centre,6.4540,5.8046
Urhonigbe General Hospital,5.9836,6.1778
Urohi Comprehensive Health Centre,6.6085,6.1003
Urohi Primary Health Centre,6.5906,6.0903
Uromi Central Hospital,6.7083,6.3289
Uromi Urban Health Centre,6.6981,6.3413
Use Benin City Primary Health Centre,6.3672,5.5784
Uselu Benin City Primary Health Centre,6.3851,5.6136
Usen General Hospital,6.7380,5.3382
Usen Health Post,6.7380,5.3382
Usugbenu District Hospital,6.7387,6.2218
Ute Primary Health Centre,6.3858,5.6478
Utekon Primary Health Centre,6.4510,5.6307
Utese Health Post,6.7881,5.5048
Utesi Primary Health Centre,6.2126,5.6919
Utoka Health Centre,6.3746,5.5298
Uvbato Health Centre,6.2663,5.5816
Uvbenisi Primary Health Centre,6.2894,5.9528
Uwelu Benin City Primary Health Centre,6.3861,5.5827
Uzebba General Hospital,6.9951,5.9038
Uzebba Primary Health Centre,7.0018,5.9135
Uzemena Uromi Model Model Health Centre,6.7367,6.2983
Warrake Primary Health Centre,6.9917,6.1857
Aaye Comprehensive Health Centre,7.8036,5.2208
Aaye Oja Health Centre,8.0100,5.1375
Aba Oyo Health Centre,7.7586,5.4509
Abaonisu Basic Health Centre,7.4313,5.3576
Abaosun Health Post,7.5656,5.0462
Afao Basic Health Centre,7.6970,5.3123
Afolu Basic Health Centre,7.4612,5.3737
Agbado Basic Health Centre,7.4919,5.2241
Agbado Basic Health Centre,7.4920,5.2244
Agbado Comprehensive Health Centre,7.5876,5.5219
Agbarajesu Clinic,7.6638,5.1591
Aisegba Comprehensive Health Centre,7.5990,5.4785
Ajaye Health Post,7.6796,5.0924
Ajebamidele Basic Health Centre,7.5946,5.4358
Ajebamidele Iluomoba Basic Health Centre,7.5946,5.4358
Ajebandele Health Post,7.7724,5.0738
Ajegunle Basic Health Centre,7.5269,5.4566
Ajindo Health Post,7.8472,4.9000
Alabameta Health Post,7.5024,4.9838
Alafe Health Post,7.7010,5.0384
Alagbede Health Post,7.5473,4.9722
Alajo Basic Health Centre,7.6976,4.9248
Alanaka Basic Health Centre,7.6640,4.9268
Alapoto Basic Health Centre,7.4667,5.5635
Anaye Basic Health Centre,7.4151,5.5369
Ara Comprehensive Health Centre,7.7678,5.1119
Ara Health Centre,7.7407,5.5618
Arabire Health Centre,7.8175,5.5899
Aramoko Community Health Centre,7.7159,5.0459
Aramoko General Hospital,7.6498,5.0696
Araromi Basic Health Centre,7.6432,4.8723
Araromi Comprehensive Health Centre,7.7618,5.7325
Araromi Health Centre,7.4992,5.2353
Araromi Health Centre,7.8111,5.0727
Araromi Health Post,7.5663,4.9644
Are Basic Health Centre,7.7101,5.2998
Aromi Primary Health Centre,7.6926,5.3133
Aroto Basic Health Centre,7.6945,5.2020
Asin Health Centre,7.7886,5.4945
Atiba Health Centre,7.4897,5.2228
Awo Basic Health Centre,7.7119,5.1572
Ayebode Health Centre,7.8206,5.6288
Ayede Basic Health Centre,7.8863,5.3324
Ayede General Hospital,7.8867,5.3327
Ayedun Comprehensive Health Centre,7.8141,5.5849
Ayegbaju Basic Health Centre,7.7955,5.2997
Ayegunle Comprehensive Health Centre,7.8833,5.0062
Ayetoro Comprehensive Health Centre,7.9166,5.1546
Babaorioke Health Post,7.9383,5.0512
BAgo Aduloju Basic Health Centre,7.6038,5.3330
Baptist Hospital,7.8142,5.5849
Basiri Basic Health Centre,7.6425,5.2221
Bolorunduro Aisegba Basic Health Centre,7.4553,5.0215
Bolorunduro Health Centre Igbaraodo,7.4542,5.0167
Bolorunduro Health Post,7.4553,5.0215
C A C Alabuwemoye Clinic,7.6612,4.9217
C A C Imoletan Clinic,7.6576,4.9262
C A C Oke -Alaafia Clinic,7.6513,4.9241
C A C Oke-Ayo Clinic,7.6593,4.9255
Celestial Misson Clinic,,
Church Mission Clinic (CAC),,
Ecowas Ilupeju Mission Clinic,7.5713,5.4046
Eda Basic Health Centre,7.7431,5.6411
Edaoniyo Comprehensive Health Centre,7.9580,5.2600
Edaoniyo NMPHC Primary Health Centre,7.9580,5.2600
Edetedo Health Post,7.4463,4.9944
Efon General Hospital,7.7280,4.9523
Egbe Basic Health Centre,7.5984,5.6076
Eminrin Health Centre,7.6152,5.2580
Epe Basic Health Centre,7.7945,5.1128
Epe Health Centre,7.9865,5.0980
Epinrin Health Post,7.8353,4.9194
Eporo Basic Health Centre,7.3242,5.5046
Erekesan Comprehensive Health Centre,7.6512,4.9221
Erijiyan Community Health Centre,7.6126,5.0064
Erijyan Model Health Centre,7.6326,5.0522
Erinfun Health Centre,7.6007,5.3010
Erinmope Health Centre,8.0333,5.1500
Erinwa I Model Health Centre,7.4632,5.4075
Erio Basic Health Centre,7.7311,5.0070
Esinkin Health Post,7.9184,5.0156
Esun Health Centre,7.8162,5.5612
Esure Basic Health Centre,7.7625,5.2163
Ewu Basic Health Centre,7.9307,5.1819
Ewu Primary Health Centre,7.9323,5.1827
Eyio Basic Health Centre,7.7284,5.1827
Fagboun BIkere Basic Health Centre,7.5494,5.2160
Fatunla Health Centre,7.6708,5.4569
Federal Poly Health Centre,7.6128,5.1843
Housing Health Centre,,
Ibeji-Situ Basic Health Centre,7.4624,5.5297
Idamudu Basic Health Centre,7.4360,5.4624
Idemo Health Post,7.4972,5.2304
Ido Basic Health Centre,7.8541,5.1784
Ido Comprehensive Health Centre,7.8452,5.1831
Ido Federal Medical Centre,7.8090,4.9531
Ido-Ile Basic Health Centre,7.8090,4.9531
Ido-Ile Comprehensive Health Centre,7.8072,4.9540
Idolofin Health Centre,7.6188,5.2271
Ifaki Comprehensive Health Centre,7.7894,5.2485
Ifaki General Hospital,7.7976,5.2411
Ifisin Basic Health Centre,7.7923,5.2095
Ifofin Basic Health Centre,7.4643,5.4185
Igbaraodo Basic Health Centre,7.8562,5.0910
Igbaraodo Comprehensive Health Centre,7.5025,5.0626
Igbaraodo Model Health Centre,7.5085,5.0622
Igbemo Basic Health Centre,7.6890,5.3934
Igbemo Comprehensive Health Centre,7.6841,5.3867
Igbo - Olofin Basic Health Centre,7.6913,4.9304
Igbole Basic Health Centre,7.7979,5.1783
Igede Basic Health Centre,7.6814,5.1244
Igede Comprehensive Health Centre,7.6668,5.1320
Igirigiri Basic Health Centre,7.5543,5.2646
Igogo Comprehensive Health Centre,7.9823,5.1594
Ijan Basic Health Centre,7.6297,5.4002
Ijan Comprehensive Health Centre,7.6297,5.4002
Ijan General Hospital,7.6297,5.4002
Ijelu Basic Health Centre,7.8589,5.3943
Ijero Basic Health Centre,7.7257,5.7304
Ijesa Isu General Hospital,7.7101,5.4984
Ijesa Isu Health Centre,7.7157,5.5060
Ijesamodu Basic Health Centre,7.9565,5.2209
Ijurin Model Clinic,7.8870,5.1134
Ikere Comprehensive Health Centre,7.4913,5.2322
Ikere General Hospital,7.4913,5.2322
Ikere Mission Clinic (CAC),7.5006,5.2276
Ikogosi Basic Health Centre,7.5880,4.9952
Ikogosi Comprehensive Health Centre,7.5895,4.9924
Ikole Comprehensive Health Centre,7.7888,5.5050
Ikoro Comprehensive Health Centre,7.8367,5.0295
Ikosu Health Centre,7.9924,5.1745
Ikoyi Health Centre,7.4856,5.2195
Ikoyi Ile Health Centre,7.4856,5.2195
Ikun Araromi Basic Health Centre,7.7894,5.7124
Ikun Health Centre,7.9950,5.2016
Ilafon Basic Health Centre,7.9158,5.3277
Ilamoye Basic Health Centre,7.6594,5.1212
Ilamuo Health Centre,7.6491,5.2315
Ilasa Basic Health Centre,7.8036,5.6823
Ilasa Model Model Health Centre,7.7975,5.6957
Ilawe Basic Health Centre,7.5774,5.0970
Ilawe Community Health Centre,7.5832,5.1128
Ilawe General Hospitaltal,7.5833,5.1128
Ilemeso Basic Health Centre,7.9557,5.3664
Ile-Ona Health Post,7.6797,5.0923
Ilisa Community Health Centre,,
Ilogbo Comprehensive Health Centre,7.8600,5.1556
Ilogbo Model Health Centre,7.8580,5.1542
Ilokun Irasa Health Clinic,,
Iloro Basic Health Centre,7.9071,5.1156
Iloro Community Health Post,7.9039,5.1045
Iloro Comprehensive Health Centre,7.8976,5.1081
Iloro Health Centre,7.4852,5.0214
Ilu Itapa General Hospital,7.8040,5.3749
Iludofin Basic Health Centre,7.7380,5.7196
Iludun Comprehensive Health Centre,7.9416,5.2568
Iludun Primary Health Centre,,
Ilukuno Basic Health Centre,7.8562,5.0910
Iluomoba Basic Health Centre,7.6400,5.4196
Ilupaju Ijan Basic Health Centre,7.5687,5.4060
Ilupeju Aaye Ilawe Health Post,7.5998,5.1020
Ilupeju Basic Health Centre,7.7992,5.3579
Ilupeju BIkere Basic Health Centre,7.5228,5.2236
Ilupeju Model Health Centre,7.8003,5.3510
Imesi Comprehensive Health Centre,,
Imojo Basic Health Centre,7.8549,5.3458
Ipao Health Centre,7.8880,5.5767
Ipole Agbado Basic Health Centre,7.5955,4.9383
Ipole-Iloro Basic Health Centre,7.5955,4.9383
Ipoti Basic Health Centre,7.8660,5.0713
Ipoti Comprehensive Health Centre,7.8659,5.0709
Ipoti Ejiyan Health Post,7.8659,5.0709
Ira Health Centre,7.9883,5.1072
Irapa Health Centre,7.7929,5.0591
Irare Health Centre,8.0420,5.1438
Ire Basic Health Centre,7.7423,5.3925
Ire Model Primary Health Care,7.7321,5.4073
Irele Health Centre,8.0079,5.6087
Iro Basic Health Centre,7.6605,5.1857
Iro Health Centre,7.9967,5.0975
Iro-Ayeteju Basic Health Centre,7.6505,5.1587
Iroko Basic Health Centre,7.8347,5.1012
Irona Basic Health Centre,7.6153,5.2142
Irorin Health Post Ilawe,7.6023,5.1002
Isaja Basic Health Centre,7.6534,4.9181
Isam Basic Health Centre,7.9185,5.3213
Isaoye Health Centre,7.9754,5.1573
Isinbode Basic Health Centre,7.6847,5.6294
Isinbode Health Clinic,7.6847,5.6294
Ita - Ido Alawaye Basic Health Centre,7.7024,5.0459
Itaji Basic Health Centre,7.8819,5.3403
Itapa Basic Health Centre,7.8130,5.3796
Itapaji Health Centre,7.9262,5.4756
Iwaji Basic Health Centre,7.5424,4.9585
Iworo Basic Health Centre,7.7226,5.7210
Iworoko Basic Health Centre,7.7315,5.2634
Iye Comprehensive Health Centre,7.9556,5.2365
Iye General Hospital,7.9432,5.2516
Iye-Ekiti Primary Health Centre,7.9559,5.2420
Iyemero Health Centre,8.0500,5.4500
Iyin Basic Health Centre,7.6597,5.1649
Iyin General Hospital,7.6586,5.1488
Iyin Health Post,7.6597,5.1516
K & S Mission Clinic Iyin Ekiti,7.6505,5.1587
Kajola Basic Health Centre,7.5339,5.4152
Kajola Health Post,7.6898,5.0401
Kota Basic Health Centre,7.7667,5.7215
Mary Assumta Hospital,7.5934,5.2189
Moferere Health Centre,7.5980,5.2302
Obada Basic Health Centre,7.3271,5.4468
Obake Basic Health Centre,7.6455,4.9974
Ode-Ekiti Basic Health Centre,7.6331,5.2553
Ode-Ekiti Comprehensive Health Centre,7.6457,5.5520
Ode-Ekiti General Hospital,7.6131,5.2353
Odo - Oye Basic Health Centre,7.8119,5.0608
Odo Ado Health Centre,7.6130,5.2353
Odo Basic Health Centre,7.6139,5.1323
Odo Emure Basic Health Centre,7.4384,5.4673
Odo Oro Health Centre,7.8063,5.5121
Odo -Owa Health Centre,7.8848,5.0697
Odo-Ese Basic Health Centre,7.8182,5.0710
Odole Basic Health Centre,7.5054,5.4088
Odose Basic Health Centre,7.4896,5.2377
Odose III General Hospital,7.4311,5.4365
Ofale Health Post,7.9592,5.0512
Ogbese Basic Health Centre,7.4553,5.3273
Ogbonjana Basic Health Centre,7.4943,5.2287
Ogbontioro Basic Health Centre,7.4434,5.4634
Ogburu Health Post,7.6069,5.0038
Oge Basic Health Centre,,
Ogotun Community Health Centre,7.5052,5.0081
Oju - Oro Comprehensive Health Centre,7.8063,5.0650
Oke - Oro Basic Health Centre,7.8302,5.0944
Oke Aso Health Post,7.5699,5.2661
Oke Ayedun Health Centre,7.8136,5.5631
Oke Igbala Mission Clinic (CAC),7.6702,5.1253
Oke Ila Health Centre,7.9439,4.9997
Oke Irapada Mission Clinic (CAC),7.6634,5.1668
Oke Oniyo Health Centre,7.6420,5.2086
Oke Osun Health Post,7.6054,5.2023
Oke Royal Hospital,7.8025,5.3378
Okeako Health Centre,7.9471,5.5469
Oke-Ayo Mission Clinic (CAC),7.6633,5.1274
Oke-Ayo Mission Clinic (CAC),7.6635,5.1271
Okebedo I Health Post Ilawe,7.6017,5.1099
Okebedo II Health Post Ilawe,7.5889,5.1095
Oke-Emure Community Health Centre,7.4310,5.4540
Oke-Emure General Hospital,7.4316,5.4542
Oke-Ibukun Mission Clinic (CAC),7.4364,5.4572
Oke-Igbala Mission Clinic (CAC),7.4358,5.4552
Oke-Isegun Mission Clinic (CAC),7.4345,5.4604
Oke-Itunu Mission Clinic (CAC),7.6504,5.2276
Okekere Health Centre,7.5006,5.2276
Okemesi Basic Health Centre,7.8244,4.9260
Okemesi Community Health Centre,7.8357,4.9186
Okemesi General Hospital,7.8353,4.9194
Oke-Ode Model Health Centre,7.9352,5.0348
Oke-Oja Basic Health Centre,7.6899,5.0403
Okeosun Basic Health Centre,7.4838,5.2288
Okeosun Health Centre,7.4928,5.2315
Okepa Health Post Ilawe,7.6032,5.1029
Okeruku Basic Health Centre,7.4917,5.2203
Okesegun Mission Clinic (CAC),7.6556,5.1543
Okesere Basic Health Centre,7.3956,5.5301
Okeyard Comprehensive Health Centre,7.4607,5.4312
Okeyinmi Comprehensive Health Centre,,
Oko-Ayeye Basic Health Centre,,
Oko-Iro Health Post,,
Ologbodudu Basic Health Centre,7.7975,4.9906
Oloje Model Model Health Centre,7.8851,5.3373
Olorioko Health Post Ogotun,,
Olorunda Health Centre,7.6547,5.2281
Olusegun Clinic,7.8149,5.0628
Omiogun Health Post,7.4994,4.9698
Omolewa Health Post,7.9390,5.0339
Omu - Oke Basic Health Centre,7.8913,5.4030
Omuo Oke Basic Health Centre,7.7682,5.7471
Opopo Health Centre,,
Ora Basic Health Centre,7.8205,5.2202
Oraye Basic Health Centre,7.4681,5.4246
Orin Basic Health Centre,7.8323,5.2382
Orisunbare Health Post,,
Oshogbo Tedo Health Post,,
Osi Basic Health Centre,7.7890,5.1586
Osi Comprehensive Health Centre,7.7883,5.1583
Osin Basic Health Centre,7.8043,5.4163
Osun Health Centre,7.9826,5.0931
Otun Comprehensive Health Centre,7.9863,5.1279
Otun General Hospital,7.9877,5.1299
Otun II Model Health Centre,7.9835,5.1658
Otunja Health Post,7.6618,5.2025
Owode Basic Health Centre,7.4390,5.5446
Oye Comprehensive Health Centre,7.7997,5.3220
Oye General Hospital,7.7997,5.3218
Saloro Basic Health Centre,7.7901,4.9998
Sasere Basic Health Centre,7.3332,5.4473
Soso Arapate Health Post,7.8984,4.9754
Spiritual Church Of God Clinic,,
St Mary Cath Mission Clinic,7.5029,5.0201
St. Theresa Clinic Ilawe,7.5977,5.1004
Surulere Basic Health Centre,7.7671,5.7410
Surulere Basic Health Centre,7.8334,4.9184
Surulere Odeyemi Health Post,7.7685,5.7404
Temiasese Mission Clinic (CAC),7.4360,5.4634
Temidire Basic Health Centre,7.5318,5.4104
Temidire Basic Health Centre,7.8546,5.1114
Temidire Esunmo Primary Health Centre,7.8545,5.1115
Temitope Clinic,7.8188,5.0742
Tropora Basic Health Centre,,
Uacc Ajaye Church Mission Clinic,7.6796,5.0924
Ugele Arokun Basic Health Centre,7.4925,5.2269
Unad Health Centre,,
University Teaching Hospital,7.6447,5.2191
Usi Basic Health Centre,7.8816,5.1713
Usi Comprehensive Health Centre,7.8816,5.1713
Usin Isaba Health Centre,7.7840,5.4980
Abakpa Health Centre,6.4798,7.5168
Abbi Cottage Hospital,6.8353,7.2388
Abbi Health Centre,6.7998,7.1519
Abia Health Clinic,6.3370,7.4094
Abo Abo Health Post,6.2572,7.2319
Abonuzu Imezi Owa Health Centre,6.3866,7.3427
Abor Health Centre (Udi),6.4648,7.4035
Abor Health Post (Isi Uzo),6.6547,7.7955
Achara Health Clinic,6.7423,7.4136
Achi Agu 2 Health Centre,6.1806,7.3188
Achi Agu I Health Centre,6.1392,7.3714
Achi Uno Cottage Hospital,6.1558,7.3584
Adaba Health Post,6.5685,7.1276
Adani Health Centre,6.7371,7.0081
Adarice Health Post,6.6916,7.0558
Affa (Ikedimkpa) Health Centre,6.5883,7.3269
Affa Cottage Hospital,6.6015,7.3244
Agba Agbo Awha Imezi Health Clinic,6.4203,7.2674
Agba Umana Health Centre,6.3533,7.1718
Agbadala Achi (Achi Uno) Health Centre,6.1445,7.3502
Agbamere Model Health Centre,6.8316,7.4509
Agbani District Hospital,6.3079,7.5519
Agbani Health Centre,6.1864,7.3327
Agbaraji Health Centre,6.1269,7.2708
Agboechara Health Centre,6.0219,7.3351
Agbogazi Nike Health Centre,6.6107,7.5859
Agbogugu Health Centre,6.2563,7.4739
Agbudu Health Centre (Udi),6.2995,7.4077
Agbudu Health Clinic (Awgu),6.1407,7.2526
Agu Ekwegbe Health Centre,6.6810,7.5385
Agu Umunko Health Post,6.6789,7.4248
Aguabosi Health Clinic,6.2614,7.2069
Aguamede Health Centre,6.7260,7.7585
Agudene Mbu Health Post,6.6981,7.6018
Agudene Neke Health Centre,6.6636,7.6011
Aguibeje Health Centre,7.0246,7.4092
Aguobu Obeleagu Health Centre,6.3223,7.2723
Aguobu Owa Cottage Hospital,6.3715,7.2725
Aguobu Owa Health Centre,6.3806,7.2500
